nom;details;adresse;ville;longitude;latitude
RESTAURANT LE TY BREIZ;Restaurant traditionnel;13 QUAI GAMBETTA;35260 CANCALE;-1.8543677164868;48.671129336113
RESTAURANT LE TY PIZZA;Restaurant de spécialités;33 Place de l Eglise;35230 ST ERBLON;-1.6524609;48.0198338
RESTAURANT LE YACHT CLUB;Restaurant traditionnel;QUAI BAJOYER;35400 ST MALO;-2.0209468314921;48.649816199544
RESTAURANT LE YAMOUNA;Restaurant traditionnel;16 Rue de Robien;35000 RENNES;-1.6776354;48.1170219
RESTAURANT LEON LE COCHON;Restaurant traditionnel;1 rue Maréchal Joffre;35000 Rennes;-1.6777339;48.1095263
RESTAURANT LES 4 VENTS;Restaurant traditionnel;1 rue de Rennes;35470 Bain De Bretagne;-1.681573;47.843133
RESTAURANT LES 4 VENTS;Restaurant de spécialités;16 RUE D ALETH;35350 LA GOUESNIERE;-1.8996402310578;48.604874427145
RESTAURANT LES ARTS DINENT;Restaurant traditionnel;13 grand rue de la Poste;35350 St Coulomb;-1.9102851;48.6745886
RESTAURANT LES BROCANTEURS;Restaurant traditionnel;2 PLACE DU CALVAIRE;35000 RENNES;-1.6809787;48.1109343
RESTAURANT LES BROCANTEURS;Restaurant traditionnel;2 PLACE DU CALVAIRE;35000 RENNES;-1.6810423112701;48.110946463789
RESTAURANT LES CEDRES;Restaurant de spécialités;22 rue Saint-Malo;35000 Rennes;-1.680777;48.1161311
RESTAURANT LES COCOTTES NOIRES;Restaurant traditionnel;12 RUE SAINT PIERRE;35150 JANZE;-1.4983655359996;47.960021498
RESTAURANT LES DELICES D ASIE;Restaurant de spécialités;119 Avenue Gros Malhon;35000 RENNES;-1.6861148;48.1334895
RESTAURANT LES FLOTS GOURMANDS;Restaurant traditionnel;57 Chaussée du Sillon;35400 ST MALO;-2.0050675;48.6555977
RESTAURANT LES FORGES DE PAIMPONT;Restaurant traditionnel;les Forges;35380 Plelan Le Grand;-2.137486;47.994106
RESTAURANT LES HORTENSIAS;Restaurant traditionnel;Haute Forêt;35310 BREAL SOUS MONTFORT;-1.858421;48.069258
RESTAURANT LES JARDINS DE GREGOIRE;Brasserie;Centre Alphasis;35760 ST GREGOIRE;-1.6973381;48.1541691
RESTAURANT LES P'TITS POTES;Restaurant traditionnel;34 B RUE VASSELOT;35000 RENNES;-1.6769147164868;48.108547707744
RESTAURANT LES PIEDS SOUS LA TABLE;Restaurant traditionnel;93 Rue Nationale;35190 ST DOMINEUC;-1.8793094;48.3782597
RESTAURANT LES QUATRE VENTS;Restaurant traditionnel;;35600 BAINS SUR OUST;-2.07174;47.705444
RESTAURANT LES RELAIS D'ALSACE;Restaurant de spécialités;RUE DES ILES KERGUELEN;35760 ST GREGOIRE;-1.6983292759184;48.151863681201
RESTAURANT LES SABLINES;Restaurant traditionnel;les Rigniaux;35170 Bruz;-1.7553723;48.0628133
RESTAURANT LES SALES MÔMES;Restaurant traditionnel;16 RUE NANTAISE;35000 RENNES;-1.6855413949449;48.111781557591
RESTAURANT LES VOYAGEURS;Restaurant traditionnel;10 place Gambetta;35300 Fougeres;-1.2013544;48.3550897
RESTAURANT LÉON LE COCHON CAFÉ;Restaurant traditionnel;Rue de l' Etang au Diable;35760 ST GREGOIRE;-1.6858987;48.1385614
RESTAURANT MAC DONALD'S;Fast-food;ZAC Cap Malo;35520 LA MEZIERE;-1.731028;48.202643
RESTAURANT MAC DONALD'S;Fast-food;la Bretonniere;35770 VERN SUR SEICHE;-1.6206100418109;48.060478906027
RESTAURANT MARIE THE CUISINE;Restaurant traditionnel;3 RUE GOUIN DE BEAUCHESNE;35400 ST MALO;-2.0265182864274;48.648973368861
RESTAURANT MARIUS;Restaurant traditionnel;1 avenue Roger Dodin;35136 ST JACQUES DE LA LANDE;-1.705942;48.0889876
RESTAURANT MARMITE DU SACA-SACA;Restaurant traditionnel;10 Rue Derval;35000 RENNES;-1.6767308;48.1117741
RESTAURANT MC DONALD'S;Fast-food;avenue du Général de Gaulle;35400 St Malo;-2.0556153;48.6274204
RESTAURANT MC DONALD'S;Fast-food;318 route de Saint-Malo;35000 Rennes;-1.680894;48.1109111
RESTAURANT MC DONALD'S;Fast-food;route d Ernée;35300 Fougeres;-1.1822393;48.3456358
RESTAURANT MC DONALD'S;Fast-food;Forum de la Tremoille;35500 Vitre;-1.21543;48.124746
RESTAURANT MC DONALD'S;Fast-food;rue du Bosphore;35200 Rennes;-1.6768353;48.0839735
RESTAURANT MC DONALD'S;Fast-food;PARC D ACTIVITES DU COTARD;35600 REDON;-2.0844099999999;47.67815
RESTAURANT MC DONALD'S;Fast-food;CENTRE COMMERCIAL COLOMBIA;35000 RENNES;-1.6806500794902;48.103870022217
RESTAURANT MC DONALD'S;Fast-food;104 rue de Saint-Brieuc;35000 Rennes;-1.7084447;48.1158994
RESTAURANT MC DONALD'S;Fast-food;288 rue de Fougères;35700 Rennes;-1.6523207;48.127191
RESTAURANT MC DONALD'S;Fast-food;1 RUE DU DOMAINE;35310 BREAL SOUS MONTFORT;-1.8806800341336;48.059115904524
RESTAURANT MC DONALD'S;Fast-food;Route Départementale 266;35730 PLEURTUIT;-2.059156;48.57962
RESTAURANT MC DONALD'S;Fast-food;avenue des Français Libres;35430 St Jouan Des Guerets;-1.972348;48.5990279
RESTAURANT MC DONALD'S;Fast-food;Zone Artisanale d Olivet;35530 Servon Sur Vilaine;-1.460064;48.1028779
RESTAURANT MC DONALD'S;Fast-food;ZAC de la Giraudais;35740 Pace;-1.7681536;48.1411656
RESTAURANT MC DONALD'S;Fast-food;Ker Lann;35170 BRUZ;-1.7402771;48.0508986
RESTAURANT MC DONALD'S;Fast-food;CENTRE CIAL DU BEAUGE;35340 LIFFRE;-1.49198;48.22126
RESTAURANT MC DONALD'S;Fast-food;49 B rue de Rennes;35510 Cesson Sevigne;-1.6173128;48.1140716
RESTAURANT MC DONALDS;Fast-food;8 rue Galilée;35137 Pleumeleuc;-1.9192531;48.1761233
RESTAURANT MCDONALD'S;Fast-food;1 Rue des Estuaires;35470 BAIN DE BRETAGNE;-1.6924033;47.8330495
RESTAURANT MIESCH;Restaurant traditionnel;Lieu Dit Graibusson;35150 CORPS NUDS;-1.591377;47.991027
RESTAURANT MONSIEUR YAK;Restaurant traditionnel;10 RUE DE LA CHALOTAIS;35000 RENNES;-1.681516;48.1094174
RESTAURANT MOULIN A PIZZAS;Restaurant de spécialités;19 Quai des Bateliers;35480 GUIPRY;-1.8233012;47.8225037
RESTAURANT NOTA BENE;Restaurant traditionnel;7 RUE DE RENNES;35510 CESSON SEVIGNE;-1.6110249;48.1139591
RESTAURANT O SOLÉIOU;Restaurant de spécialités;24 RUE DE RENNES;35520 MELESSE;-1.6973926;48.2154273
RESTAURANT O THE GOURMAND;Restaurant traditionnel;41 RUE VASSELOT;35000 RENNES;-1.6768578090484;48.108599266721
RESTAURANT PANS'PIZZA;Snack (sur place);10 Rue de Coulon;35160 MONTFORT SUR MEU;-1.9559993;48.1355939
RESTAURANT PARIS CANCALE;Restaurant traditionnel;2 Rue Victor Hugo;35260 CANCALE;-1.8566593;48.6703368
RESTAURANT PARIS- NEW YORK;Restaurant gastronomique;276 RUE DE FOUGERES;35700 RENNES;-1.6462073089042;48.128770897022
RESTAURANT PATATES ET CIE;Restaurant de spécialités;5 QUAI JEAN BART;35600 REDON;-2.0872118510878;47.647424818483
RESTAURANT PEPPERONI PIZZARIA;Snack (sur place);1 Rue Joseph Tronchot;35460 ST BRICE EN COGLES;-1.3658671;48.4104927
RESTAURANT PIQUE PRUNE;Restaurant de spécialités;132 RUE EUGENE POTTIER;35000 RENNES;-1.7130004059996;48.102367362001
RESTAURANT PIQUE PRUNE;Restaurant de spécialités;8 RUE DE LA CERISAIE;35760 ST GREGOIRE;-1.6906805349996;48.138371628
RESTAURANT PIQUE PRUNE;Restaurant de spécialités;8 AVENUE DES PEUPLIERS;35510 CESSON SEVIGNE;-1.6069969369996;48.113265961
RESTAURANT PIZZA DEL ARTE;Restaurant de spécialités;10 RUE YVONNE JEAN HAFFEN;35000 RENNES;-1.675088;48.105674
RESTAURANT PIZZA PLAZZA;Restaurant de spécialités;239 Rue de Nantes;35200 RENNES;-1.6897317;48.0955514
RESTAURANT PIZZA SUD;Restaurant de spécialités;C CIAL GRAND QUARTIER;35760 ST GREGOIRE;-1.6930599366672;48.136139961626
RESTAURANT PIZZERIA DEL ARTE;Restaurant de spécialités;RUE DES ILES KERGUELEN;35760 ST GREGOIRE;-1.6983292759184;48.151863681201
RESTAURANT PIZZERIA LA STRADA;Restaurant traditionnel;13 RUE DU CENTRE;35590 ST GILLES;-1.8296446007559;48.154480658895
RESTAURANT PIZZERIA MAGERO;Restaurant traditionnel;29 AVENUE LOUIS BARTHOU;35000 RENNES;-1.6714282509996;48.10491251
RESTAURANT PLACE AUX CRÊPES;Restaurant traditionnel;3/5 PLACE NOTRE DAME;35500 VITRE;-1.2125019970858;48.124972529286
RESTAURANT PRAYLUD;Restaurant traditionnel;12 Rue Notre-Dame;35600 REDON;-2.083601;47.6523847
RESTAURANT QUATRE B;Restaurant traditionnel;4 PLACE DE BRETAGNE;35000 RENNES;-1.6845610819996;48.10926993
RESTAURANT QUICK;Fast-food;IMPASSE DES HAUTES FUTAIES;35400 ST MALO;-1.9903561262685;48.623353422151
RESTAURANT RAJ MAHAL;Restaurant de spécialités;70 Rue de la Pinterie;35300 FOUGERES;-1.2064212;48.3548436
RESTAURANT RAOUL2;Restaurant traditionnel;3 Place Raoul II;35300 FOUGERES;-1.2085074;48.3547567
RESTAURANT RELAIS DES DILIGENCES;Restaurant traditionnel;2 place de l Eglise;35380 Plelan Le Grand;-2.1010347;48.0018985
RESTAURANT RELAIS DES ONZE ECLUSES;Restaurant traditionnel;ZA la Morandais;35190 Tinteniac;-1.8161091;48.3016725
RESTAURANT RELAIS DU BOIS DE SOEUVRES;Restaurant traditionnel;ZA de la Hallerais;35770 Vern Sur Seiche;-1.6105089;48.0602799
RESTAURANT ROYAL HERMITALE;Restaurant traditionnel;5 RUE DE L HERMITAGE;35780 LA RICHARDAIS;-2.0569135407991;48.609388233258
RESTAURANT SAVEUR CELTIK;Restaurant traditionnel;192 RUE DE FOUGERES;35700 RENNES;-1.6568274343586;48.124983855675
RESTAURANT SAVEUR D'ASIE;Restaurant de spécialités;5 Rue Beaumanoir;35600 REDON;-2.0848928;47.6493586
RESTAURANT SAVEURS D'ASIE;Restaurant traditionnel;6 Rue de Loheac;35470 BAIN DE BRETAGNE;-1.6811164;47.8419919
RESTAURANT SAVEURS DE BRAISES;Restaurant traditionnel;1 RUE DU PASSAVENT;35770 VERN SUR SEICHE;-1.6261458003058;48.061379682209
RESTAURANT SIAM;Restaurant traditionnel;1 Rue des Carmes;35000 RENNES;-1.6760945;48.1083872
RESTAURANT SIAM;Restaurant traditionnel;1 Rue des Carmes;35000 RENNES;-1.6760945;48.1083872
RESTAURANT SOGOOD CAFE;Snack (sur place);ALLEE DE GUERLEDAN;35135 CHANTEPIE;-1.6333364465292;48.084343575985
RESTAURANT SUBWAY;Snack (sur place);2 Rue Tronjolly;35000 RENNES;-1.6804306;48.1073947
RESTAURANT SUBWAY;Snack (sur place);15 BOULEVARD DE L YSER;35200 RENNES;-1.673148719401;48.091969791563
RESTAURANT SUBWAY;Restaurant traditionnel;25 CRS PDT J F KENNEDY;35000 RENNES;-1.708902;48.12144745268
RESTAURANT SUBWAY;Restaurant traditionnel;16 PLACE DU COLOMBIER;35000 RENNES;-1.6787431614057;48.10513759839
RESTAURANT SUBWAY;Fast-food;1 Place Sainte-Anne;35000 RENNES;-1.6795189;48.1144724
RESTAURANT TARTINE ET MOI;Restaurant de spécialités;3 Rue des Orbettes;35400 ST MALO;-2.02412;48.6495002
RESTAURANT TERRE ET MER;Restaurant traditionnel;la Secouette;35350 St Coulomb;-1.9412118;48.6675282
RESTAURANT TOUT LE MONDE EN PARLE;Restaurant traditionnel;36 Boulevard Maréchal Leclerc;35460 ST BRICE EN COGLES;-1.365536;48.411428
RESTAURANT UNE AFFAIRE DE GOUT;Restaurant traditionnel;2 Rue des Vieux Ponts;35510 CESSON SEVIGNE;-1.6023008;48.114537
RESTAURANT VENTS D OUEST;Restaurant traditionnel;5 Rue du Puits aux Braies;35400 ST MALO;-2.0245543;48.6487771
RESTAURANT VENTS ET MAREES;Restaurant traditionnel;66 boulevard Albert Lacroix;35800 Dinard;-2.0676726;48.6363365
RESTAURANT VENTS ET MAREES;Brasserie;66 BOULEVARD ALBERT LACROIX;35800 DINARD;-2.067732;48.636323434359
RESTAURANT VILLA MODENA;Restaurant traditionnel;54 Rue de Rennes;35830 BETTON;-1.639985;48.1749442
RESTAURANT VOILES ET VAPEURS;Restaurant traditionnel;2 RUE JACQUES CARTIER;35400 ST MALO;-2.0238353170985;48.649252924231
RESTAURANT VUE MER;Restaurant traditionnel;Gare Maritime de la Bourse;35400 ST MALO;-1.9815769;48.6319149
RESTAURANT ZEST;Restaurant traditionnel;32 COURS DE LA VILAINE;35510 CESSON SEVIGNE;-1.6070632857349;48.115623363033
RESTAURANT ZOLIBATO;Restaurant traditionnel;4 RUE JACQUES CARTIER;35400 ST MALO;-2.0238368098851;48.649260865947
RESTAURANT ZORBA LE GREC;Restaurant de spécialités;11 RUE SAINT GEORGES;35000 RENNES;-1.6765454;48.11181
RESTAURANTCANADIAN STEAK HOUSE;Restaurant traditionnel;1Avenue de la Touche;35740 PACE;-1.7646439688611;48.140518691063
RESTAURANTCANADIAN STEAK HOUSE;Restaurant traditionnel;AV DU PHARE DU GRAND JARDIN;35520 LA MEZIERE;-1.7296880601684;48.201594311205
ROYAL FOUGERES;Restaurant traditionnel;LA PILAIS;35133 LECOUSSE;-1.2389969;48.3570097
SAINT SERVAN;Brasserie;25 RUE MADAME DES BAS SABLONS;35400 ST MALO;-1.9840728409603;48.648353867332
SALAMANDRE COTTAGE;Chambre d'hôtes;8, LE BOIS PERTUIT;35800 ST BRIAC SUR MER;-2.1334899209996;48.619509847
SARL 10 PSTA;Restaurant traditionnel;10 PLACE SAINTE ANNE;35000 RENNES;-1.6804016129996;48.114101207
SARL CAFE SIMON;Brasserie;2 RUE JACQUES CARTIER;35400 ST MALO;-2.0238327499996;48.649256794001
SARL DENOUAL;Restaurant traditionnel;5 RUE DE GAEL;35750 IFFENDIC;-2.034406121011;48.128790572855
SARL JUSALEXELE;Brasserie;8 rue de dinan;35400 ST MALO;-2.0265375769996;48.646868389
SARL LE GRAND LARGE LE DAMIER;Brasserie;9 PLACE SAINTE ANNE;35000 RENNES;-1.6801741;48.1141163
SARL LE MAJESTIC;Restaurant traditionnel;1 PLACE GUY LA CHAMBRE;35400 ST MALO;-2.0231877899996;48.650232492
SARL LES PIEDS DANS L'EAU 2;Restaurant traditionnel;1 RUE EUGENE ET AUGUSTE FEYEN;35260 CANCALE;-1.8500795649996;48.700818291
SARL LETYANI;Restaurant de spécialités;58 RUE DE LA POTERIE;35131 CHARTRES DE BRETAGNE;-1.7033496232327;48.041608075769
SARL LUCAS 5;Restaurant traditionnel;40 ROUTE DES EAUX;35500 VITRE;-1.1863016039996;48.114122927
SARL MAINGUY CHALME;Restaurant traditionnel;296 Rue de Nantes;35136 ST JACQUES DE LA LANDE;-1.6941747726931;48.087997323619
SARL QUARTIER BURGER;Fast-food;ROUTE DE SAINT-MALO;35760 ST GREGOIRE;-1.7166469173302;48.167031688571
SARL TUK TUK MUM;Restaurant de spécialités;259 RUE DE CHATEAUGIRON;35000 RENNES;-1.6325511969996;48.093506790001
SAS LE PONT D'ANJOU;Restaurant traditionnel;11 FAUBOURG D ANJOU;35130 LA GUERCHE DE BRETAGNE;-1.2276151455653;47.940919470166
SNACK CÔTÉ PLAGE;Snack (sur place);Plage de l' Ecluse;35800 DINARD;-2.0567901;48.6371646
SNACK DE LA TOUESSE;Snack (sur place);Camping de la Touesse;35780 La Richardais;-2.03436;48.606702
SNACK DU CAMPING LA VILLE MAUNY;Snack (sur place);Rue de la Ville Mauny;35800 DINARD;-2.073233;48.619311
SNACK LA GRIGNOTERIE;Snack (sur place);PLAGE DE L ECLUSE;35800 DINARD;-2.0542799999999;48.6356
SNACK LE NABUCHODONOSOR;Snack (sur place);12 rue Hoche;35000 Rennes;-1.6772611;48.1132361
SNACK LE P'TIT ZINC;Snack (sur place);8 Place de la Chapelle;35260 CANCALE;-1.8531208;48.6712134
SNACK PIQUE PRUNE;Restaurant de spécialités;25 RUE JULES SIMON;35000 RENNES;-1.6790589229996;48.107641564
SOLIDOR;Restaurant traditionnel;7 esplanade du Commandant Menguy;35400 ST MALO;-2.0229852;48.6353511
SPEED BURGER;Fast-food;69 BOULEVARD DE LA TOUR D AUVERGNE;35000 RENNES;-1.6842589749996;48.102661576
SPEED BURGER;Fast-food;233 RUE DE FOUGERES;35700 RENNES;-1.6570023819996;48.124955984001
SPEED BURGER SAINT MALO;Fast-food;53 BOULEVARD DES TALARDS;35400 ST MALO;-2.0084985419996;48.643318177
SPEED RABBIT;Restaurant de spécialités;65 AVENUE ANDRE BONNIN;35135 CHANTEPIE;-1.6195433569996;48.08853708
STEF JEAN REBOIT UNE;Brasserie;5 Rue Saint Guillaume;35730 PLEURTUIT;-2.0584629;48.5795954
SUBWAY;Snack (sur place);44 RUE NOTRE DAME;35600 REDON;-2.0839598906457;47.653582945323
SUBWAY;Fast-food;1 Place Sainte-Anne;35000 RENNES;-1.6795189;48.1144724
SUBWAY;Fast-food;10 rue Baudrairie;35000 RENNES;-1.6785453;48.1105421
SUBWAY;Fast-food;2 RUE TRONJOLLY;35000 RENNES;-1.6806144;48.1072986
SUBWAY;Fast-food;9 CHEMIN DU BAS LAUNAY;35170 BRUZ;-1.757869522621;48.02276264141
SUR LE POUCE;Fast-food;3 RUE NOTRE DAME;35270 COMBOURG;-1.7510053679996;48.409193223
TABLAPIZZA;Restaurant de spécialités;52 AVENUE DU CANADA;35200 RENNES;-1.6825999602175;48.082519234565
TAJ MAHAL;Restaurant traditionnel;70 rue de la Pinterie;35300 FOUGERES;-1.2064212;48.3548436
TANTE ALICE;Brasserie;rue du bosphore;35200 RENNES;-1.6768353;48.0839735
TARATATA;Restaurant traditionnel;7 BOULEVARD WILSON;35800 DINARD;-2.0529045;48.6350248
THE LIBERTY RESTAURANT;Restaurant traditionnel;10 Rue de la Libération;35290 GAEL;-2.2217432;48.1321682
THE PENNY LANE PUB;Brasserie;1 RUE DE COETQUEN;35000 RENNES;-1.6786628381903;48.111006478216
TIZEN;Restaurant de spécialités;allee morvan lebesque;35700 RENNES;-1.6336457;48.1305944
TOUT LE MONDE EN PARLE;Restaurant traditionnel;36 BOULEVARD DU GENERAL LECLERC;35460 ST BRICE EN COGLES;-1.3688928753823;48.407240849847
TY BREIZ RAPHCA;Restaurant traditionnel;13 QUAI GAMBETTA;35260 CANCALE;-1.8543677164868;48.671129336113
TY SKORN CREPERIE;Restaurant traditionnel;4 Place de la Chapelle;35260 CANCALE;-1.8529459;48.6712454
UMUT KEBAB;Snack (sur place);3 Place Albert Parent;35270 COMBOURG;-1.7510861;48.4092348
UMUT KEBAB;Snack (sur place);20 GRANDE RUE DES STUARTS;35120 DOL DE BRETAGNE;-1.7543273258411;48.549757368861
UN AIR DE FAMILLE;Restaurant de spécialités;7 RUE DE NEMOURS;35000 RENNES;-1.6801104503145;48.108726785735
UN CAFE DES POSSIBLES;Restaurant traditionnel;9 PLACE FRANCOIS DUINE;35440 GUIPEL;-1.7162149999999;48.32156
VILLA D'OR;Restaurant traditionnel;4 Rue des Chenes;35760 MONTGERMONT;-1.7068619;48.1528112
VILLA D'OR;Restaurant traditionnel;4 RUE DES CHENES;35760 MONTGERMONT;-1.7077173729996;48.152949354
VILLA KER KOUETTE;Chambre d'hôtes;48 rue de la ville Mauny;35800 DINARD;-2.0725626785661;48.62383316107
WEST BOWLING;Bowling (entrée et pratique de);LES VILLES BILLY;35780 LA RICHARDAIS;-2.0493382173546;48.612416060877
WHITEFIELDS CAFE;Restaurant traditionnel;1137 C AVENUE DES CHAMPS BLANCS;35510 CESSON SEVIGNE;-1.6194031589995;48.134287602
WOK 35;Restaurant traditionnel;1 RUE DE BRIANGAUD;35600 REDON;-2.0719608014941;47.666685301494
WOK RESTAURANT;Restaurant de spécialités;301 RUE DE FOUGERES;35700 RENNES;-1.6425698515205;48.129789121299
ZOZAN KEBAB;Restaurant traditionnel;4 PLACE GAMBETTA;35300 FOUGERES;-1.2012672172949;48.354712911449
la demeure d'isaure;Chambre d'hôtes;1 Rue de Saint-Ouen;35560 ANTRAIN;-1.4791127;48.4628134
